1girl,0,5000,1个女性
solo,0,5000,单独人物
long_hair,0,5000,长发
breasts,0,5000,乳房
looking_at_viewer,0,5000,看向阅图者
blush,0,5000,脸红
smile,0,5000,微笑|笑容
short_hair,0,5000,短发
open_mouth,0,5000,张嘴的
bangs,0,5000,刘海
blue_eyes,0,5000,蓝眼睛
multiple_girls,0,5000,多个女孩
skirt,0,5000,短裙
blonde_hair,0,5000,金发
large_breasts,0,5000,巨乳
brown_hair,0,5000,棕色头发
simple_background,0,5000,朴素的背景
shirt,0,5000,衬衫
black_hair,0,5000,黑发
hair_ornament,0,5000,发饰
red_eyes,0,5000,红眼睛
thighhighs,0,5000,含过膝袜和裤袜
hat,0,5000,帽子
gloves,0,5000,手套
1boy,0,5000,1个男性
long_sleeves,0,5000,长袖
white_background,0,5000,白色背景
dress,0,5000,连衣裙
ribbon,0,5000,丝带|缎带
bow,0,5000,蝴蝶结
navel,0,5000,肚脐
2girls,0,5000,2个女性
holding,0,5000,拿着某物
animal_ears,0,5000,兽耳
cleavage,0,5000,乳沟
hair_between_eyes,0,5000,延伸到两眼之间的刘海
bare_shoulders,0,5000,露肩
brown_eyes,0,5000,棕色的眼睛
twintails,0,5000,双马尾
medium_breasts,0,5000,普通罩杯的胸
jewelry,0,5000,珠宝
sitting,0,5000,坐
very_long_hair,0,5000,很长的头发
underwear,0,5000,内衣
closed_mouth,0,5000,闭着的嘴
nipples,0,5000,乳头
school_uniform,0,5000,校服
green_eyes,0,5000,绿色的眼镜
blue_hair,0,5000,蓝色头发
standing,0,5000,站立的
purple_eyes,0,5000,紫色的眼睛
collarbone,0,5000,锁骨
panties,0,5000,内裤|短裤|裤袜
monochrome,0,5000,单色画
tail,0,5000,尾巴
jacket,0,5000,夹克
swimsuit,0,5000,泳装
full_body,0,5000,全身|画出了全身
closed_eyes,0,5000,闭上的眼睛
hair_ribbon,0,5000,发绳
yellow_eyes,0,5000,黄色的眼睛
weapon,0,5000,武器|兵器
ponytail,0,5000,马尾
upper_body,0,5000,上半身
purple_hair,0,5000,紫色头发
ass,0,5000,屁股
pink_hair,0,5000,粉红色的头发
white_shirt,0,5000,白衬衫
comic,0,5000,漫画
braid,0,5000,三股辫
flower,0,5000,花
ahoge,0,5000,呆毛
short_sleeves,0,5000,短袖
hair_bow,0,5000,蝴蝶结发圈
greyscale,0,5000,纯黑白色|黑白照片化
hetero,0,5000,异性恋
white_hair,0,5000,白发
male_focus,0,5000,男性特写
heart,0,5000,心|心形|爱心
pantyhose,0,5000,连裤袜|裤袜
bikini,0,5000,比基尼
sidelocks,0,5000,披在耳前的发绺
thighs,0,5000,大腿
nude,0,5000,裸体
red_hair,0,5000,红发
cowboy_shot,0,5000,七分身镜头
pleated_skirt,0,5000,百褶裙
sweat,0,5000,汗水
hairband,0,5000,发箍
small_breasts,0,5000,贫乳|娇小的乳房
earrings,0,5000,耳环
multicolored_hair,0,5000,多色的头发
boots,0,5000,长靴
grey_hair,0,5000,灰色的头发|白发|银发
lying,0,5000,躺着的
censored,0,5000,打码的
frills,0,5000,花边
parted_lips,0,5000,张开的嘴唇
detached_sleeves,0,5000,分离袖子
one_eye_closed,0,5000,闭着一只眼
outdoors,0,5000,户外|野战
food,0,5000,食物
japanese_clothes,0,5000,日式服装
multiple_boys,0,5000,多个男孩
green_hair,0,5000,绿发
wings,0,5000,翅膀
open_clothes,0,5000,敞开的衣服
sky,0,5000,天空
necktie,0,5000,领带
horns,0,5000,角|有角的
penis,0,5000,阴茎
shoes,0,5000,鞋子
glasses,0,5000,眼镜|眼镜娘
barefoot,0,5000,裸足
shorts,0,5000,短裤
serafuku,0,5000,水手服
pussy,0,5000,小穴
teeth,0,5000,牙齿
day,0,5000,白天
solo_focus,0,5000,以单独人物为焦点
sleeveless,0,5000,无袖
choker,0,5000,项圈
alternate_costume,0,5000,角色换装
tongue,0,5000,舌头
pointy_ears,0,5000,妖精耳
socks,0,5000,袜子
black_gloves,0,5000,黑色手套
elbow_gloves,0,5000,长手套
hairclip,0,5000,发夹
fang,0,5000,虎牙
striped,0,5000,条纹样式的
midriff,0,5000,腹部
puffy_sleeves,0,5000,蓬蓬的袖子
shiny,0,5000,光泽
looking_back,0,5000,回眸
belt,0,5000,皮带|腰带
sword,0,5000,剑
collared_shirt,0,5000,翻领衬衫
pants,0,5000,裤子
cloud,0,5000,云
artist_name,0,5000,作者署名
black_thighhighs,0,5000,黑色高筒裤
tears,0,5000,眼泪
indoors,0,5000,室内
cat_ears,0,5000,猫耳
silver_hair,0,5000,银发
white_gloves,0,5000,白手套
3girls,0,5000,3个女性
hair_flower,0,5000,头发上别着花
virtual_youtuber,0,5000,虚拟Youtuber
signature,0,5000,签名
dark_skin,0,5000,褐色皮肤
hand_up,0,5000,抬起手
spread_legs,0,5000,张开腿|M字张腿|桃色蹲姿|V字张腿
cum,0,5000,
2boys,0,5000,2个男性
hood,0,5000,兜帽
sex,0,5000,性交
miniskirt,0,5000,迷你裙
wide_sleeves,0,5000,宽大的袖子
tongue_out,0,5000,吐舌头
fingerless_gloves,0,5000,无指手套
on_back,0,5000,仰躺
blunt_bangs,0,5000,直刘海
black_skirt,0,5000,黑色短裙
bowtie,0,5000,领结
armpits,0,5000,腋下
pink_eyes,0,5000,粉红色的眼睛
sailor_collar,0,5000,
kimono,0,5000,和服
black_legwear,0,5000,黑丝袜
medium_hair,0,5000,中等长发
water,0,5000,水
grey_background,0,5000,灰色背景
necklace,0,5000,项链
chibi,0,5000,迷你角色
off_shoulder,0,5000,露肩式
bag,0,5000,包
hair_bun,0,5000,发髻|团子头
clothes_lift,0,5000,掀起衣物
scarf,0,5000,围巾
cape,0,5000,披风
from_behind,0,5000,背影
star_(symbol),0,5000,星形
twitter_username,0,5000,推特用户名
bra,0,5000,胸罩
stomach,0,5000,小腹
yuri,0,5000,百合
nail_polish,0,5000,指甲油
sweatdrop,0,5000,汗珠
orange_hair,0,5000,橙色头发
white_dress,0,5000,白色连衣裙
armor,0,5000,盔甲
holding_weapon,0,5000,手持武器
black_footwear,0,5000,黑色的鞋
white_panties,0,5000,白色内裤
rabbit_ears,0,5000,兔子耳朵
mole,0,5000,痣
uniform,0,5000,制服
hair_over_one_eye,0,5000,头发遮住了一只眼睛
grin,0,5000,露齿笑
huge_breasts,0,5000,爆乳
character_name,0,5000,含角色名
black_eyes,0,5000,黑色眼睛
apron,0,5000,围裙
blurry,0,5000,模糊的
looking_at_another,0,5000,看着另一个
vest,0,5000,背心
black_dress,0,5000,黑色连衣裙
high_heels,0,5000,高跟鞋
arm_up,0,5000,举着手
twin_braids,0,5000,两条辫子
vaginal,0,5000,阴道
mosaic_censoring,0,5000,打了马赛克
red_bow,0,5000,红色蝴蝶结
flat_chest,0,5000,平胸|贫乳
arms_up,0,5000,举起手
side_ponytail,0,5000,侧马尾
shiny_hair,0,5000,有光泽的 头发
bracelet,0,5000,手镯
covered_nipples,0,5000,激凸的乳头|隐约可见的乳头
collar,0,5000,项圈
feet,0,5000,脚
dated,0,5000,付上日期的
from_side,0,5000,角色的侧面
aqua_eyes,0,5000,水蓝色眼睛
sweater,0,5000,毛衣
white_thighhighs,0,5000,白色长筒袜
speech_bubble,0,5000,对话框|会话气泡
two-tone_hair,0,5000,双色头发
leotard,0,5000,紧身连身衣裤|芭蕾服
red_ribbon,0,5000,红色丝带
two_side_up,0,5000,小型双股辫
english_text,0,5000,英语
dark-skinned_female,0,5000,黑皮肤的女性
sketch,0,5000,素描
tree,0,5000,树
open_jacket,0,5000,敞开的夹克
cup,0,5000,杯子
lips,0,5000,嘴唇
blue_sky,0,5000,蓝天
puffy_short_sleeves,0,5000,蓬蓬的短袖
zettai_ryouiki,0,5000,绝对领域
blue_skirt,0,5000,蓝色短裙
groin,0,5000,腹股沟|耻丘
fingernails,0,5000,指甲
coat,0,5000,外套
wet,0,5000,湿透的|沾湿的
cat_tail,0,5000,猫尾巴
v-shaped_eyebrows,0,5000,眉毛皱成V形(表高傲或愤怒)
white_legwear,0,5000,白丝袜
neckerchief,0,5000,领巾
head_tilt,0,5000,歪着头
black_jacket,0,5000,黑色夹克
official_alternate_costume,0,5000,官方替代服装
streaked_hair,0,5000,有其他颜色条纹的头发
see-through,0,5000,半透明的|可透过看到里层衣物|因沾湿而变透明
orange_eyes,0,5000,橙色的眼镜
hand_on_hip,0,5000,手叉着腰|手搁在腰上
gradient,0,5000,(身体或肢体)倾斜
gun,0,5000,枪
shiny_skin,0,5000,有光泽的皮肤
crop_top,0,5000,露腹短上衣
wrist_cuffs,0,5000,和袖子分开的手腕的袖口
pillow,0,5000,枕头
book,0,5000,书
animal_ear_fluff,0,5000,耳绒毛
torn_clothes,0,5000,破损的衣服
plaid,0,5000,格子呢图案
maid,0,5000,女仆
sleeves_past_wrists,0,5000,袖子长过手腕
looking_to_the_side,0,5000,看向侧面
kneehighs,0,5000,及膝袜
grey_eyes,0,5000,灰色的眼睛
military,0,5000,军事
sash,0,5000,饰带|日式束腰
parted_bangs,0,5000,分开的刘海
maid_headdress,0,5000,女仆头饰
legs,0,5000,双腿
petals,0,5000,花瓣
cosplay,0,5000,角色扮演
black_panties,0,5000,黑色内裤
black_pantyhose,0,5000,黑色连裤袜
fur_trim,0,5000,皮草款式|毛皮镶边
bare_arms,0,5000,裸臂
pubic_hair,0,5000,阴毛
hands_up,0,5000,双手朝上|双手抬起|双手举起
one-piece_swimsuit,0,5000,一体式泳衣
gradient_background,0,5000,渐变色(效果)的背景
symbol-shaped_pupils,0,5000,符号形瞳孔
fox_ears,0,5000,狐耳
loli,0,5000,萝莉
ascot,0,5000,阿斯科特领巾
short_shorts,0,5000,热裤
dutch_angle,0,5000,德式倾斜镜头
clothing_cutout,0,5000,服装切口
black_shirt,0,5000,黑色衬衫
eyelashes,0,5000,睫毛
open_shirt,0,5000,敞开的衬衫
bare_legs,0,5000,裸腿
no_humans,0,5000,不含人类
dress_shirt,0,5000,西服衬衫
sparkle,0,5000,菱形或星形的闪光
bar_censor,0,5000,黑条打码
kneeling,0,5000,跪着
window,0,5000,窗
mole_under_eye,0,5000,眼角有痣
pokemon_(creature),0,5000,口袋妖怪(生物)|宝可梦
4girls,0,5000,4个女性
